Transaction ID,Date,Sender Name,Sender Country,Sender Bank,Receiver Name,Receiver Country,Receiver Bank,Amount,Transaction Details,Status,Sender Predicted Category,Receiver Predicted Category
TXN0305,2025-03-26 06:12:34,Red Cross,UK,JP Morgan Chase,Tesla Inc.,Russia,JP Morgan Chase,"$3,991,179",Cryptocurrency,Rejected,NGO,Corporation
TXN0306,2025-03-26 06:12:34,North Korea Trading Corporation,USA,Deutsche Bank,Oxfam International,British Virgin Islands,JP Morgan Chase,"$2,432,669",Wire Transfer,Rejected,Shell Company,NGO
TXN0307,2025-03-26 06:12:34,Crypto Exchange Ltd,Germany,Deutsche Bank,Shell Trading Ltd,Russia,HSBC,"$3,226,196",Cryptocurrency,Pending,Shell Company,Corporation
TXN0308,2025-03-26 06:12:34,Hawala Network Inc,Russia,HSBC,Shell Trading Ltd,Germany,Swiss National Bank,"$1,978,231",Cheque,Rejected,Shell Company,Corporation
TXN0309,2025-03-26 06:12:34,Goldman Sachs,China,Deutsche Bank,Shell Trading Ltd,Russia,Deutsche Bank,"$4,286,920",SWIFT,Completed,Corporation,Corporation
TXN0310,2025-03-26 06:12:34,North Korea Trading Corporation,British Virgin Islands,Cayman National Bank,HSBC Holdings,Cayman Islands,Deutsche Bank,"$803,583",Wire Transfer,Pending,Shell Company,Corporation
TXN0311,2025-03-26 06:12:34,JP Morgan Chase,Russia,Swiss National Bank,Goldman Sachs,British Virgin Islands,Cayman National Bank,"$3,603,897",SWIFT,Pending,Corporation,Corporation
TXN0312,2025-03-26 06:12:34,HSBC Holdings,Panama,Deutsche Bank,Greenpeace,British Virgin Islands,Deutsche Bank,"$4,287,121",Wire Transfer,Rejected,Corporation,NGO
TXN0313,2025-03-26 06:12:34,Oxfam International,USA,Cayman National Bank,Greenpeace,Cayman Islands,Cayman National Bank,"$4,194,531",Cryptocurrency,Under Review,NGO,NGO
TXN0314,2025-03-26 06:12:34,Shell Holdings Ltd,Germany,Deutsche Bank,Goldman Sachs,Switzerland,Cayman National Bank,"$371,594",Cryptocurrency,Under Review,Corporation,Corporation
TXN0315,2025-03-26 06:12:34,World Health Organization,Panama,Deutsche Bank,Oxfam International,China,HSBC,"$1,013,115",Cheque,Rejected,NGO,NGO
TXN0316,2025-03-26 06:12:34,JP Morgan Chase,UK,Swiss National Bank,Red Cross,Germany,JP Morgan Chase,"$67,124",Wire Transfer,Completed,Corporation,NGO
TXN0317,2025-03-26 06:12:34,Gazprom,China,Cayman National Bank,United Nations,British Virgin Islands,JP Morgan Chase,"$2,334,290",Cryptocurrency,Under Review,Corporation,Government Organization
TXN0318,2025-03-26 06:12:34,Crypto Exchange Ltd,Cayman Islands,Deutsche Bank,Goldman Sachs,Switzerland,Cayman National Bank,"$4,878,690",SWIFT,Pending,Shell Company,Corporation
TXN0319,2025-03-26 06:12:34,JP Morgan Chase,Cayman Islands,Cayman National Bank,ExxonMobil,UK,Swiss National Bank,"$1,517,352",SWIFT,Completed,Corporation,Corporation
TXN0320,2025-03-26 06:12:34,North Korea Trading Corporation,British Virgin Islands,JP Morgan Chase,Goldman Sachs,Switzerland,Cayman National Bank,"$1,462,644",Cryptocurrency,Pending,Shell Company,Corporation
TXN0321,2025-03-26 06:12:34,Rothschild & Co,UK,Deutsche Bank,HSBC Holdings,Cayman Islands,Cayman National Bank,"$2,685,588",Cheque,Completed,Corporation,Corporation
TXN0322,2025-03-26 06:12:34,ABC Offshore Services,Switzerland,Deutsche Bank,Panama Offshore Holdings,UK,Swiss National Bank,"$3,751,928",Cheque,Under Review,Shell Company,Shell Company
TXN0323,2025-03-26 06:12:34,Rostec,China,HSBC,Tesla Inc.,UK,Swiss National Bank,"$2,779,878",Cheque,Completed,Shell Company,Corporation
TXN0324,2025-03-26 06:12:34,ABC Offshore Services,Cayman Islands,Deutsche Bank,JP Morgan Chase,Germany,Cayman National Bank,"$4,420,173",Cheque,Pending,Shell Company,Corporation
TXN0325,2025-03-26 06:12:34,Hawala Network Inc,Germany,Swiss National Bank,JP Morgan Chase,Panama,Cayman National Bank,"$4,331,025",Cryptocurrency,Completed,Shell Company,Corporation
TXN0326,2025-03-26 06:12:34,Oxfam International,Germany,JP Morgan Chase,BlackRock,British Virgin Islands,Deutsche Bank,"$1,205,169",SWIFT,Rejected,NGO,Shell Company
TXN0327,2025-03-26 06:12:34,Tesla Inc.,USA,Swiss National Bank,Tesla Inc.,Cayman Islands,Deutsche Bank,"$170,694",Wire Transfer,Rejected,Corporation,Corporation
TXN0328,2025-03-26 06:12:34,Shell Trading Ltd,Russia,Swiss National Bank,Panama Offshore Holdings,Russia,Swiss National Bank,"$291,209",Wire Transfer,Under Review,Corporation,Shell Company
TXN0329,2025-03-26 06:12:34,Hawala Network Inc,Russia,Deutsche Bank,Red Cross,Panama,JP Morgan Chase,"$1,786,429",Wire Transfer,Completed,Shell Company,NGO
TXN0330,2025-03-26 06:12:34,ABC Offshore Services,Cayman Islands,Deutsche Bank,Tesla Inc.,USA,HSBC,"$1,068,247",Wire Transfer,Rejected,Shell Company,Corporation
TXN0331,2025-03-26 06:12:34,Rothschild & Co,USA,JP Morgan Chase,Rothschild & Co,Russia,Swiss National Bank,"$4,316,075",Cryptocurrency,Under Review,Corporation,Corporation
TXN0332,2025-03-26 06:12:34,Rostec,Switzerland,Deutsche Bank,BlackRock,British Virgin Islands,Deutsche Bank,"$4,687,458",Wire Transfer,Rejected,Shell Company,Shell Company
TXN0333,2025-03-26 06:12:34,Crypto Exchange Ltd,Russia,JP Morgan Chase,World Health Organization,China,JP Morgan Chase,"$786,935",Cryptocurrency,Under Review,Shell Company,NGO
TXN0334,2025-03-26 06:12:34,ExxonMobil,Germany,Deutsche Bank,Red Cross,British Virgin Islands,JP Morgan Chase,"$1,422,123",Cheque,Under Review,Corporation,NGO
TXN0335,2025-03-26 06:12:34,BlackRock,China,Swiss National Bank,Panama Offshore Holdings,Russia,Cayman National Bank,"$4,125,844",Cheque,Pending,Shell Company,Shell Company
TXN0336,2025-03-26 06:12:34,Tesla Inc.,British Virgin Islands,Deutsche Bank,Red Cross,USA,JP Morgan Chase,"$3,312,909",Cheque,Under Review,Corporation,NGO
TXN0337,2025-03-26 06:12:34,BlackRock,USA,Deutsche Bank,Red Cross,UK,Swiss National Bank,"$3,126,014",Cryptocurrency,Under Review,Shell Company,NGO
TXN0338,2025-03-26 06:12:34,Tesla Inc.,Cayman Islands,Deutsche Bank,Shell Trading Ltd,Panama,Swiss National Bank,"$3,169,289",Wire Transfer,Pending,Corporation,Corporation
TXN0339,2025-03-26 06:12:34,ExxonMobil,Cayman Islands,Deutsche Bank,Goldman Sachs,UK,JP Morgan Chase,"$143,023",SWIFT,Pending,Corporation,Corporation
TXN0340,2025-03-26 06:12:34,Gazprom,Panama,Cayman National Bank,Red Cross,British Virgin Islands,HSBC,"$410,511",Cheque,Under Review,Corporation,NGO
TXN0341,2025-03-26 06:12:34,ABC Offshore Services,USA,Cayman National Bank,Rothschild & Co,Russia,Deutsche Bank,"$4,277,529",SWIFT,Rejected,Shell Company,Corporation
TXN0342,2025-03-26 06:12:34,Vladimir Putin,Switzerland,HSBC,Greenpeace,Panama,Swiss National Bank,"$1,447,975",SWIFT,Pending,PEP,NGO
TXN0343,2025-03-26 06:12:34,HSBC Holdings,British Virgin Islands,Deutsche Bank,Tesla Inc.,Russia,JP Morgan Chase,"$1,841,722",Cheque,Completed,Corporation,Corporation
TXN0344,2025-03-26 06:12:34,Vladimir Putin,British Virgin Islands,Swiss National Bank,Panama Offshore Holdings,Switzerland,HSBC,"$1,257,904",Cryptocurrency,Completed,PEP,Shell Company
TXN0345,2025-03-26 06:12:34,Greenpeace,Cayman Islands,Swiss National Bank,Panama Offshore Holdings,USA,Deutsche Bank,"$1,752,847",Wire Transfer,Completed,NGO,Shell Company
TXN0346,2025-03-26 06:12:34,Greenpeace,Germany,Swiss National Bank,Greenpeace,Switzerland,HSBC,"$1,154,470",SWIFT,Rejected,NGO,NGO
TXN0347,2025-03-26 06:12:34,ABC Offshore Services,UK,HSBC,Rothschild & Co,Germany,Cayman National Bank,"$2,062,123",Wire Transfer,Rejected,Shell Company,Corporation
TXN0348,2025-03-26 06:12:34,Shell Trading Ltd,Switzerland,Deutsche Bank,Shell Trading Ltd,Switzerland,Swiss National Bank,"$4,834,480",Cryptocurrency,Pending,Corporation,Corporation
TXN0349,2025-03-26 06:12:34,BlackRock,Cayman Islands,Swiss National Bank,Rothschild & Co,British Virgin Islands,HSBC,"$397,601",Cryptocurrency,Under Review,Shell Company,Corporation
TXN0350,2025-03-26 06:12:34,Goldman Sachs,Switzerland,Cayman National Bank,World Health Organization,Panama,Swiss National Bank,"$2,896,683",Wire Transfer,Under Review,Corporation,NGO
TXN0351,2025-03-26 06:12:34,Crypto Exchange Ltd,Russia,Swiss National Bank,Red Cross,Germany,Deutsche Bank,"$2,974,731",Cheque,Under Review,Shell Company,NGO
TXN0352,2025-03-26 06:12:34,Rostec,China,Cayman National Bank,Shell Trading Ltd,Switzerland,Deutsche Bank,"$3,341,623",Wire Transfer,Pending,Shell Company,Corporation
TXN0353,2025-03-26 06:12:34,Hawala Network Inc,Germany,Cayman National Bank,United Nations,Cayman Islands,HSBC,"$2,774,038",SWIFT,Under Review,Shell Company,Government Organization
TXN0354,2025-03-26 06:12:34,United Nations,China,Deutsche Bank,Greenpeace,Germany,HSBC,"$3,514,997",Cryptocurrency,Pending,Government Organization,NGO
TXN0355,2025-03-26 06:12:34,Greenpeace,Cayman Islands,Cayman National Bank,ExxonMobil,Russia,Swiss National Bank,"$3,876,987",Cryptocurrency,Pending,NGO,Corporation
TXN0356,2025-03-26 06:12:34,Rostec,British Virgin Islands,Deutsche Bank,JP Morgan Chase,Cayman Islands,Cayman National Bank,"$3,316,288",SWIFT,Pending,Shell Company,Corporation
TXN0357,2025-03-26 06:12:34,Hawala Network Inc,UK,Deutsche Bank,Tesla Inc.,Germany,JP Morgan Chase,"$528,295",SWIFT,Under Review,Shell Company,Corporation
TXN0358,2025-03-26 06:12:34,Greenpeace,China,Cayman National Bank,Red Cross,Russia,HSBC,"$2,445,074",Cryptocurrency,Rejected,NGO,NGO
TXN0359,2025-03-26 06:12:34,Gazprom,Panama,Deutsche Bank,Rothschild & Co,Panama,Deutsche Bank,"$1,660,868",SWIFT,Under Review,Corporation,Corporation
TXN0360,2025-03-26 06:12:34,World Health Organization,China,JP Morgan Chase,BlackRock,USA,Cayman National Bank,"$912,308",SWIFT,Rejected,NGO,Shell Company
TXN0361,2025-03-26 06:12:34,Greenpeace,Germany,Cayman National Bank,Tesla Inc.,British Virgin Islands,Cayman National Bank,"$1,928,185",Cryptocurrency,Rejected,NGO,Corporation
TXN0362,2025-03-26 06:12:34,Shell Trading Ltd,Germany,Deutsche Bank,JP Morgan Chase,Cayman Islands,Swiss National Bank,"$1,423,510",Wire Transfer,Under Review,Corporation,Corporation
TXN0363,2025-03-26 06:12:34,Vladimir Putin,Panama,HSBC,Tesla Inc.,Germany,JP Morgan Chase,"$2,509,817",SWIFT,Completed,PEP,Corporation
TXN0364,2025-03-26 06:12:34,Vladimir Putin,Panama,HSBC,Greenpeace,Russia,Cayman National Bank,"$1,339,794",SWIFT,Under Review,PEP,NGO
TXN0365,2025-03-26 06:12:34,World Health Organization,UK,JP Morgan Chase,BlackRock,USA,Swiss National Bank,"$4,486,582",Wire Transfer,Completed,NGO,Shell Company
TXN0366,2025-03-26 06:12:34,United Nations,Russia,JP Morgan Chase,ExxonMobil,Panama,HSBC,"$3,051,374",Wire Transfer,Under Review,Government Organization,Corporation
TXN0367,2025-03-26 06:12:34,Goldman Sachs,British Virgin Islands,Cayman National Bank,BlackRock,Panama,JP Morgan Chase,"$3,519,813",Cheque,Pending,Corporation,Shell Company
TXN0368,2025-03-26 06:12:34,Shell Trading Ltd,Cayman Islands,HSBC,Red Cross,Cayman Islands,Swiss National Bank,"$4,344,745",SWIFT,Completed,Corporation,NGO
TXN0369,2025-03-26 06:12:34,HSBC Holdings,China,Cayman National Bank,United Nations,British Virgin Islands,Deutsche Bank,"$83,596",Cheque,Rejected,Corporation,Government Organization
TXN0370,2025-03-26 06:12:34,Rostec,Germany,Deutsche Bank,JP Morgan Chase,China,HSBC,"$3,975,724",SWIFT,Rejected,Shell Company,Corporation
TXN0371,2025-03-26 06:12:34,BlackRock,Russia,Cayman National Bank,HSBC Holdings,Russia,HSBC,"$1,893,505",Wire Transfer,Completed,Shell Company,Corporation
TXN0372,2025-03-26 06:12:34,ABC Offshore Services,Panama,Deutsche Bank,Goldman Sachs,Panama,HSBC,"$1,776,019",Wire Transfer,Rejected,Shell Company,Corporation
TXN0373,2025-03-26 06:12:34,BlackRock,China,Swiss National Bank,Oxfam International,Panama,Cayman National Bank,"$1,808,156",Wire Transfer,Rejected,Shell Company,NGO
TXN0374,2025-03-26 06:12:34,Hawala Network Inc,Panama,JP Morgan Chase,United Nations,British Virgin Islands,HSBC,"$3,624,609",Cryptocurrency,Under Review,Shell Company,Government Organization
TXN0375,2025-03-26 06:12:34,Gazprom,China,Deutsche Bank,Rothschild & Co,USA,Deutsche Bank,"$1,134,907",Cheque,Completed,Corporation,Corporation
TXN0376,2025-03-26 06:12:34,Rothschild & Co,USA,HSBC,Tesla Inc.,USA,Deutsche Bank,"$3,729,143",Cheque,Rejected,Corporation,Corporation
TXN0377,2025-03-26 06:12:34,JP Morgan Chase,China,Deutsche Bank,Goldman Sachs,Germany,JP Morgan Chase,"$3,513,328",Cheque,Pending,Corporation,Corporation
TXN0378,2025-03-26 06:12:34,Gazprom,USA,HSBC,Rothschild & Co,Russia,HSBC,"$3,865,181",Cheque,Pending,Corporation,Corporation
TXN0379,2025-03-26 06:12:34,ExxonMobil,USA,Cayman National Bank,Shell Trading Ltd,Germany,JP Morgan Chase,"$756,618",Cryptocurrency,Rejected,Corporation,Corporation
TXN0380,2025-03-26 06:12:34,JP Morgan Chase,Germany,Cayman National Bank,World Health Organization,British Virgin Islands,Cayman National Bank,"$4,824,829",Wire Transfer,Under Review,Corporation,NGO
TXN0381,2025-03-26 06:12:34,Panama Offshore Holdings,UK,Swiss National Bank,United Nations,Cayman Islands,Swiss National Bank,"$3,337,049",Cryptocurrency,Pending,Shell Company,Government Organization
TXN0382,2025-03-26 06:12:34,Goldman Sachs,British Virgin Islands,Cayman National Bank,HSBC Holdings,USA,JP Morgan Chase,"$403,090",Wire Transfer,Rejected,Corporation,Corporation
TXN0383,2025-03-26 06:12:34,Shell Trading Ltd,Russia,Cayman National Bank,Rothschild & Co,Cayman Islands,HSBC,"$868,876",Cryptocurrency,Rejected,Corporation,Corporation
TXN0384,2025-03-26 06:12:34,HSBC Holdings,Russia,HSBC,Tesla Inc.,Panama,Swiss National Bank,"$4,639,678",Cryptocurrency,Under Review,Corporation,Corporation
TXN0385,2025-03-26 06:12:34,ABC Offshore Services,Russia,Swiss National Bank,JP Morgan Chase,UK,Cayman National Bank,"$3,094,620",Cryptocurrency,Under Review,Shell Company,Corporation
TXN0386,2025-03-26 06:12:34,Red Cross,Cayman Islands,Deutsche Bank,Shell Trading Ltd,Panama,Deutsche Bank,"$4,245,131",SWIFT,Pending,NGO,Corporation
TXN0387,2025-03-26 06:12:34,Gazprom,Cayman Islands,Deutsche Bank,World Health Organization,UK,Deutsche Bank,"$4,615,959",Cryptocurrency,Pending,Corporation,NGO
TXN0388,2025-03-26 06:12:34,ExxonMobil,UK,Cayman National Bank,BlackRock,British Virgin Islands,Deutsche Bank,"$1,249,984",SWIFT,Under Review,Corporation,Shell Company
TXN0389,2025-03-26 06:12:34,Rostec,Russia,HSBC,ExxonMobil,British Virgin Islands,HSBC,"$283,691",Wire Transfer,Rejected,Shell Company,Corporation
TXN0390,2025-03-26 06:12:34,North Korea Trading Corporation,USA,JP Morgan Chase,JP Morgan Chase,Cayman Islands,JP Morgan Chase,"$1,888,252",Cheque,Pending,Shell Company,Corporation
TXN0391,2025-03-26 06:12:34,Hawala Network Inc,China,Swiss National Bank,Red Cross,UK,HSBC,"$1,495,848",Wire Transfer,Rejected,Shell Company,NGO
TXN0392,2025-03-26 06:12:34,Greenpeace,Panama,Deutsche Bank,JP Morgan Chase,UK,Deutsche Bank,"$4,243,092",Wire Transfer,Rejected,NGO,Corporation
TXN0393,2025-03-26 06:12:34,Shell Trading Ltd,USA,Deutsche Bank,Oxfam International,USA,HSBC,"$4,400,476",Cheque,Completed,Corporation,NGO
TXN0394,2025-03-26 06:12:34,Oxfam International,Panama,Swiss National Bank,Shell Trading Ltd,Germany,Deutsche Bank,"$861,247",Wire Transfer,Under Review,NGO,Corporation
TXN0395,2025-03-26 06:12:34,United Nations,Switzerland,Deutsche Bank,Tesla Inc.,Cayman Islands,Cayman National Bank,"$2,413,800",SWIFT,Pending,Government Organization,Corporation
TXN0396,2025-03-26 06:12:34,Rothschild & Co,Cayman Islands,JP Morgan Chase,ExxonMobil,Cayman Islands,Deutsche Bank,"$979,808",SWIFT,Completed,Corporation,Corporation
TXN0397,2025-03-26 06:12:34,Hawala Network Inc,Switzerland,Deutsche Bank,Goldman Sachs,UK,Deutsche Bank,"$3,649,879",Wire Transfer,Pending,Shell Company,Corporation
TXN0398,2025-03-26 06:12:34,HSBC Holdings,Panama,Swiss National Bank,Goldman Sachs,Switzerland,JP Morgan Chase,"$4,257,387",Wire Transfer,Pending,Corporation,Corporation
TXN0399,2025-03-26 06:12:34,Nicolas Maduro,USA,HSBC,ExxonMobil,Russia,JP Morgan Chase,"$1,977,946",SWIFT,Pending,PEP,Corporation
TXN0400,2025-03-26 06:12:34,BlackRock,Germany,JP Morgan Chase,Rothschild & Co,Germany,JP Morgan Chase,"$2,110,540",Wire Transfer,Under Review,Shell Company,Corporation
TXN0401,2025-03-26 06:12:34,Rothschild & Co,Switzerland,Cayman National Bank,JP Morgan Chase,Germany,Cayman National Bank,"$4,907,333",Cryptocurrency,Under Review,Corporation,Corporation
TXN0402,2025-03-26 06:12:34,World Health Organization,Switzerland,Cayman National Bank,World Health Organization,UK,JP Morgan Chase,"$2,976,842",Cheque,Pending,NGO,NGO
TXN0403,2025-03-26 06:12:34,Crypto Exchange Ltd,Panama,Swiss National Bank,Shell Trading Ltd,China,JP Morgan Chase,"$535,829",Cheque,Completed,Shell Company,Corporation
TXN0404,2025-03-26 06:12:34,Hawala Network Inc,Cayman Islands,JP Morgan Chase,Tesla Inc.,USA,HSBC,"$396,039",Wire Transfer,Completed,Shell Company,Corporation
TXN0405,2025-03-26 06:12:34,Rostec,Switzerland,JP Morgan Chase,Greenpeace,British Virgin Islands,HSBC,"$2,434,591",SWIFT,Under Review,Shell Company,NGO
TXN0406,2025-03-26 06:12:34,Rostec,Switzerland,Deutsche Bank,United Nations,Cayman Islands,JP Morgan Chase,"$2,564,877",Wire Transfer,Rejected,Shell Company,Government Organization
TXN0407,2025-03-26 06:12:34,BlackRock,Germany,JP Morgan Chase,Shell Trading Ltd,British Virgin Islands,Cayman National Bank,"$788,074",Wire Transfer,Completed,Shell Company,Corporation
TXN0408,2025-03-26 06:12:34,Rostec,British Virgin Islands,Deutsche Bank,Shell Trading Ltd,Cayman Islands,HSBC,"$956,312",Cryptocurrency,Pending,Shell Company,Corporation
TXN0409,2025-03-26 06:12:34,Tesla Inc.,Russia,JP Morgan Chase,ExxonMobil,Russia,HSBC,"$660,388",Cryptocurrency,Under Review,Corporation,Corporation
TXN0410,2025-03-26 06:12:34,ABC Offshore Services,Russia,HSBC,Oxfam International,UK,Cayman National Bank,"$1,108,209",Wire Transfer,Completed,Shell Company,NGO
TXN0411,2025-03-26 06:12:34,JP Morgan Chase,Panama,Deutsche Bank,Greenpeace,UK,Cayman National Bank,"$2,664,753",Wire Transfer,Completed,Corporation,NGO
TXN0412,2025-03-26 06:12:34,Hawala Network Inc,Germany,HSBC,Oxfam International,Germany,JP Morgan Chase,"$2,011,003",SWIFT,Completed,Shell Company,NGO
TXN0413,2025-03-26 06:12:34,Shell Trading Ltd,British Virgin Islands,HSBC,Panama Offshore Holdings,USA,Swiss National Bank,"$3,363,187",Wire Transfer,Rejected,Corporation,Shell Company
TXN0414,2025-03-26 06:12:34,Red Cross,British Virgin Islands,JP Morgan Chase,JP Morgan Chase,Panama,Deutsche Bank,"$4,990,490",Wire Transfer,Rejected,NGO,Corporation
TXN0415,2025-03-26 06:12:34,Hawala Network Inc,USA,HSBC,BlackRock,Germany,Swiss National Bank,"$2,898,793",Cheque,Rejected,Shell Company,Shell Company
TXN0416,2025-03-26 06:12:34,Rostec,Cayman Islands,Deutsche Bank,HSBC Holdings,Switzerland,JP Morgan Chase,"$3,333,513",Wire Transfer,Rejected,Shell Company,Corporation
TXN0417,2025-03-26 06:12:34,Nicolas Maduro,Switzerland,JP Morgan Chase,Tesla Inc.,Cayman Islands,JP Morgan Chase,"$1,319,974",Wire Transfer,Pending,PEP,Corporation
TXN0418,2025-03-26 06:12:34,BlackRock,Panama,JP Morgan Chase,Panama Offshore Holdings,Switzerland,Swiss National Bank,"$2,971,151",SWIFT,Completed,Shell Company,Shell Company
TXN0419,2025-03-26 06:12:34,Tesla Inc.,China,HSBC,BlackRock,USA,JP Morgan Chase,"$4,747,948",Cheque,Under Review,Corporation,Shell Company
TXN0420,2025-03-26 06:12:34,Nicolas Maduro,Russia,Deutsche Bank,World Health Organization,Switzerland,Cayman National Bank,"$4,085,246",Cryptocurrency,Completed,PEP,NGO
TXN0421,2025-03-26 06:12:34,ABC Offshore Services,Switzerland,Cayman National Bank,Tesla Inc.,Cayman Islands,Swiss National Bank,"$2,661,076",Cryptocurrency,Pending,Shell Company,Corporation
TXN0422,2025-03-26 06:12:34,Rothschild & Co,China,Swiss National Bank,Goldman Sachs,Switzerland,Swiss National Bank,"$2,682,568",Cryptocurrency,Under Review,Corporation,Corporation
TXN0423,2025-03-26 06:12:34,HSBC Holdings,USA,JP Morgan Chase,Greenpeace,Cayman Islands,JP Morgan Chase,"$776,325",Cheque,Pending,Corporation,NGO
TXN0424,2025-03-26 06:12:34,Panama Offshore Holdings,British Virgin Islands,Cayman National Bank,United Nations,Switzerland,Swiss National Bank,"$3,849,410",SWIFT,Under Review,Shell Company,Government Organization
TXN0425,2025-03-26 06:12:34,Nicolas Maduro,Germany,HSBC,Oxfam International,Switzerland,Swiss National Bank,"$2,936,421",SWIFT,Rejected,PEP,NGO
TXN0426,2025-03-26 06:12:34,Tesla Inc.,USA,Swiss National Bank,HSBC Holdings,Panama,HSBC,"$1,095,147",SWIFT,Under Review,Corporation,Corporation
TXN0427,2025-03-26 06:12:34,Crypto Exchange Ltd,China,HSBC,Goldman Sachs,Panama,HSBC,"$2,637,636",SWIFT,Rejected,Shell Company,Corporation
TXN0428,2025-03-26 06:12:34,Red Cross,British Virgin Islands,JP Morgan Chase,Red Cross,Russia,Deutsche Bank,"$1,288,169",SWIFT,Rejected,NGO,NGO
TXN0429,2025-03-26 06:12:34,Oxfam International,Russia,Deutsche Bank,United Nations,Russia,JP Morgan Chase,"$1,684,029",Cryptocurrency,Pending,NGO,Government Organization
TXN0430,2025-03-26 06:12:34,Nicolas Maduro,Russia,Swiss National Bank,Rothschild & Co,Switzerland,JP Morgan Chase,"$1,964,694",Cryptocurrency,Completed,PEP,Corporation
TXN0431,2025-03-26 06:12:34,Crypto Exchange Ltd,British Virgin Islands,Cayman National Bank,Shell Trading Ltd,China,JP Morgan Chase,"$280,640",Wire Transfer,Completed,Shell Company,Corporation
TXN0432,2025-03-26 06:12:34,Oxfam International,British Virgin Islands,Swiss National Bank,Tesla Inc.,British Virgin Islands,Cayman National Bank,"$4,379,429",Wire Transfer,Rejected,NGO,Corporation
TXN0433,2025-03-26 06:12:34,World Health Organization,China,Deutsche Bank,Rothschild & Co,USA,Swiss National Bank,"$721,739",Cryptocurrency,Completed,NGO,Corporation
TXN0434,2025-03-26 06:12:34,BlackRock,Cayman Islands,Cayman National Bank,Greenpeace,Germany,HSBC,"$25,018",Cryptocurrency,Completed,Shell Company,NGO
TXN0435,2025-03-26 06:12:34,World Health Organization,Switzerland,Swiss National Bank,HSBC Holdings,Panama,Deutsche Bank,"$4,264,032",SWIFT,Completed,NGO,Corporation
TXN0436,2025-03-26 06:12:34,Panama Offshore Holdings,Switzerland,Deutsche Bank,BlackRock,UK,Cayman National Bank,"$1,517,733",SWIFT,Under Review,Shell Company,Shell Company
TXN0437,2025-03-26 06:12:34,Crypto Exchange Ltd,China,Cayman National Bank,JP Morgan Chase,USA,Cayman National Bank,"$3,065,562",Wire Transfer,Rejected,Shell Company,Corporation
TXN0438,2025-03-26 06:12:34,Rothschild & Co,Russia,Cayman National Bank,Greenpeace,British Virgin Islands,Cayman National Bank,"$4,288,056",Cryptocurrency,Under Review,Corporation,NGO
TXN0439,2025-03-26 06:12:34,Greenpeace,Cayman Islands,JP Morgan Chase,Rothschild & Co,Panama,HSBC,"$2,582,453",Cheque,Rejected,NGO,Corporation
TXN0440,2025-03-26 06:12:34,Nicolas Maduro,Switzerland,Swiss National Bank,Rothschild & Co,British Virgin Islands,Cayman National Bank,"$1,808,510",Wire Transfer,Under Review,PEP,Corporation
TXN0441,2025-03-26 06:12:34,HSBC Holdings,Panama,HSBC,BlackRock,Russia,JP Morgan Chase,"$3,684,999",SWIFT,Completed,Corporation,Shell Company
TXN0442,2025-03-26 06:12:34,JP Morgan Chase,Germany,Swiss National Bank,United Nations,USA,JP Morgan Chase,"$1,361,686",Wire Transfer,Under Review,Corporation,Government Organization
TXN0443,2025-03-26 06:12:34,ExxonMobil,Cayman Islands,HSBC,World Health Organization,USA,Cayman National Bank,"$2,669,087",SWIFT,Under Review,Corporation,NGO
TXN0444,2025-03-26 06:12:34,United Nations,UK,Swiss National Bank,Goldman Sachs,British Virgin Islands,HSBC,"$1,178,319",Cheque,Pending,Government Organization,Corporation
TXN0445,2025-03-26 06:12:34,Vladimir Putin,Russia,Deutsche Bank,Oxfam International,Cayman Islands,Deutsche Bank,"$2,896,801",Cryptocurrency,Completed,PEP,NGO
TXN0446,2025-03-26 06:12:34,ExxonMobil,Panama,Cayman National Bank,Panama Offshore Holdings,USA,Deutsche Bank,"$2,034,379",SWIFT,Pending,Corporation,Shell Company
TXN0447,2025-03-26 06:12:34,Panama Offshore Holdings,UK,Swiss National Bank,Shell Trading Ltd,Panama,JP Morgan Chase,"$475,477",SWIFT,Rejected,Shell Company,Corporation
TXN0448,2025-03-26 06:12:34,Vladimir Putin,UK,HSBC,Tesla Inc.,USA,Cayman National Bank,"$1,045,903",Cheque,Rejected,PEP,Corporation
TXN0449,2025-03-26 06:12:34,ExxonMobil,USA,JP Morgan Chase,HSBC Holdings,Russia,Deutsche Bank,"$1,510,931",Cheque,Rejected,Corporation,Corporation
TXN0450,2025-03-26 06:12:34,North Korea Trading Corporation,British Virgin Islands,Swiss National Bank,Goldman Sachs,Germany,JP Morgan Chase,"$4,873,023",Wire Transfer,Under Review,Shell Company,Corporation
TXN0451,2025-03-26 06:12:34,Rostec,Germany,Cayman National Bank,JP Morgan Chase,Panama,Cayman National Bank,"$3,283,958",SWIFT,Pending,Shell Company,Corporation
TXN0452,2025-03-26 06:12:34,World Health Organization,China,Cayman National Bank,Red Cross,Panama,JP Morgan Chase,"$3,810,992",Wire Transfer,Pending,NGO,NGO
TXN0453,2025-03-26 06:12:34,ABC Offshore Services,Russia,Deutsche Bank,Shell Trading Ltd,Germany,Swiss National Bank,"$3,951,093",SWIFT,Completed,Shell Company,Corporation
TXN0454,2025-03-26 06:12:34,Rostec,China,Deutsche Bank,BlackRock,Russia,Deutsche Bank,"$2,655,992",SWIFT,Pending,Shell Company,Shell Company
